Item,Material,Diameter,Color,Quantity Used,Infill,Filament req price(USD),Spool Price (USD),Product URL
eSUN PLA+ Black 3D Printing Filament,PLA+,1.75 mm,Black,94 g,15%,1.34,14.1,https://robocraze.com/products/esun-pla-3d-printing-filament-1-75mm-black-color
